Date,PX_LAST,PX_MID
8/13/2007,1.62,1.62
8/10/2007,1.61,1.61
8/9/2007,1.65,1.65
8/8/2007,1.68,1.68
8/7/2007,1.68,1.68
8/6/2007,1.66,1.66
8/3/2007,1.67,1.67
8/2/2007,1.68,1.68
8/1/2007,1.67,1.67
7/31/2007,1.67,1.67
7/30/2007,1.66,1.66
7/27/2007,1.65,1.65
7/26/2007,1.63,1.63
7/25/2007,1.66,1.66
7/24/2007,1.67,1.67
7/23/2007,1.69,1.69
7/20/2007,1.68,1.68
7/19/2007,1.66,1.66
7/18/2007,1.65,1.65
7/17/2007,1.64,1.64
7/16/2007,1.63,1.63
7/13/2007,1.64,1.64
7/12/2007,1.64,1.64
7/11/2007,1.63,1.63
7/10/2007,1.62,1.62
7/9/2007,1.59,1.59
7/6/2007,1.59,1.59
7/5/2007,1.62,1.62
7/4/2007,1.63,1.63
7/3/2007,1.61,1.61
7/2/2007,1.61,1.61
6/29/2007,1.63,1.63
6/28/2007,1.64,1.64
6/27/2007,1.65,1.65
6/26/2007,1.65,1.65
6/25/2007,1.67,1.67
6/22/2007,1.66,1.66
6/21/2007,1.7,1.7
6/20/2007,1.69,1.69
6/19/2007,1.73,1.73
6/18/2007,1.73,1.73
6/15/2007,1.73,1.73
6/14/2007,1.72,1.72
6/13/2007,1.72,1.72
6/12/2007,1.72,1.72
6/11/2007,1.73,1.73
6/8/2007,1.71,1.71
6/6/2007,1.72,1.72
6/5/2007,1.75,1.75
6/4/2007,1.77,1.77
6/1/2007,1.81,1.81
5/31/2007,1.81,1.81
5/30/2007,1.8,1.8
5/29/2007,1.81,1.81
5/28/2007,1.82,1.82
5/25/2007,1.83,1.83
5/24/2007,1.81,1.81
5/23/2007,1.83,1.83
5/22/2007,1.88,1.88
5/21/2007,1.9,1.9
5/18/2007,1.89,1.89
5/17/2007,1.92,1.92
5/16/2007,1.92,1.92
5/15/2007,1.91,1.91
5/14/2007,1.89,1.89
5/11/2007,1.88,1.88
5/10/2007,1.88,1.88
5/9/2007,1.9,1.9
5/8/2007,1.94,1.94
5/7/2007,1.95,1.95
5/4/2007,1.94,1.94
5/3/2007,1.96,1.96
5/2/2007,1.97,1.97
4/30/2007,1.97,1.97
4/27/2007,1.99,1.99
4/26/2007,2,2
4/25/2007,2,2
4/24/2007,1.99,1.99
4/23/2007,1.99,1.99
4/20/2007,1.99,1.99
4/19/2007,1.99,1.99
4/18/2007,1.98,1.98
4/17/2007,1.96,1.96
4/16/2007,1.96,1.96
4/13/2007,1.96,1.96
4/12/2007,1.95,1.95
4/11/2007,1.95,1.95
4/10/2007,1.98,1.98
4/9/2007,1.99,1.99
4/5/2007,1.98,1.98
4/4/2007,1.98,1.98
4/3/2007,1.98,1.98
4/2/2007,1.99,1.99
3/30/2007,1.98,1.98
3/29/2007,1.99,1.99
3/28/2007,1.97,1.97
3/27/2007,1.96,1.96
3/26/2007,1.97,1.97
3/23/2007,1.96,1.96
3/22/2007,1.99,1.99
3/21/2007,1.99,1.99
3/20/2007,1.97,1.97
3/19/2007,1.97,1.97
3/16/2007,1.96,1.96
3/15/2007,1.96,1.96
3/14/2007,1.94,1.94
3/13/2007,1.94,1.94
3/12/2007,1.95,1.95
3/9/2007,1.95,1.95
3/8/2007,1.94,1.94
3/7/2007,1.94,1.94
3/6/2007,1.93,1.93
3/5/2007,1.92,1.92
3/2/2007,1.91,1.91
3/1/2007,1.93,1.93
2/28/2007,1.94,1.94
2/27/2007,1.96,1.96
2/26/2007,2,2
2/23/2007,1.99,1.99
2/22/2007,2,2
2/21/2007,2.02,2.02
2/16/2007,2.01,2.01
2/15/2007,2.01,2.01
2/14/2007,2.01,2.01
2/13/2007,2,2
2/12/2007,2,2
2/9/2007,2,2
2/8/2007,2.03,2.03
2/7/2007,2.04,2.04
2/6/2007,2.05,2.05
2/5/2007,2.04,2.04
2/2/2007,2.03,2.03
2/1/2007,2.04,2.04
1/31/2007,2.01,2.01
1/30/2007,2,2
1/29/2007,2,2
1/26/2007,2,2
1/25/2007,2.01,2.01
1/24/2007,2.02,2.02
1/23/2007,2.02,2.02
1/22/2007,2.01,2.01
1/19/2007,2.02,2.02
1/18/2007,2.02,2.02
1/17/2007,2.02,2.02
1/16/2007,2,2
1/15/2007,2,2
1/12/2007,2,2
1/11/2007,2,2
1/10/2007,1.99,1.99
1/9/2007,2,2
1/8/2007,2,2
1/5/2007,2.01,2.01
1/4/2007,2.01,2.01
1/3/2007,2.01,2.01
1/2/2007,2.01,2.01
12/28/2006,2,2
12/27/2006,1.99,1.99
12/26/2006,1.99,1.99
12/22/2006,2.01,2.01
12/21/2006,2,2
12/20/2006,1.99,1.99
12/19/2006,1.98,1.98
12/18/2006,1.99,1.99
12/15/2006,1.98,1.98
12/14/2006,1.98,1.98
12/13/2006,1.99,1.99
12/12/2006,1.98,1.98
12/11/2006,2,2
12/8/2006,2,2
12/7/2006,2,2
12/6/2006,2,2
12/5/2006,2,2
12/4/2006,1.98,1.98
12/1/2006,1.98,1.98
11/30/2006,1.99,1.99
11/29/2006,1.98,1.98
11/28/2006,1.97,1.97
11/27/2006,1.97,1.97
11/24/2006,2,2
11/23/2006,1.97,1.97
11/22/2006,1.98,1.98
11/21/2006,1.98,1.98
11/20/2006,1.99,1.99
11/17/2006,1.99,1.99
11/16/2006,2.01,2.01
11/14/2006,2.01,2.01
11/13/2006,2,2
11/10/2006,2.01,2.01
11/9/2006,2.03,2.03
11/8/2006,2.04,2.04
11/7/2006,2.05,2.05
11/6/2006,2.06,2.06
11/3/2006,2.05,2.05
11/1/2006,2.06,2.06
10/31/2006,2.06,2.06
10/30/2006,2.05,2.05
10/27/2006,2.07,2.07
10/26/2006,2.07,2.07
10/25/2006,2.06,2.06
10/24/2006,2.07,2.07
10/23/2006,2.07,2.07
10/20/2006,2.07,2.07
10/19/2006,2.06,2.06
10/18/2006,2.08,2.08
10/17/2006,2.08,2.08
10/16/2006,2.08,2.08
10/13/2006,2.07,2.07
10/11/2006,2.05,2.05
10/10/2006,2.06,2.06
10/9/2006,2.05,2.05
10/6/2006,2.05,2.05
10/5/2006,2.05,2.05
10/4/2006,2.05,2.05
10/3/2006,2.05,2.05
10/2/2006,2.06,2.06
9/29/2006,2.04,2.04
9/28/2006,2.02,2.02
9/27/2006,1.99,1.99
9/26/2006,1.99,1.99
9/25/2006,1.96,1.96
9/22/2006,1.97,1.97
9/21/2006,1.97,1.97
9/20/2006,2.02,2.02
9/19/2006,2.05,2.05
9/18/2006,2.06,2.06
9/15/2006,2.06,2.06
9/14/2006,2.07,2.07
9/13/2006,2.12,2.12
9/12/2006,2.1,2.1
9/11/2006,2.09,2.09
9/8/2006,2.11,2.11
9/6/2006,2.13,2.13
9/5/2006,2.18,2.18
9/4/2006,2.24,2.24
9/1/2006,2.21,2.21
8/31/2006,2.25,2.25
8/30/2006,2.24,2.24
8/29/2006,2.26,2.26
8/28/2006,2.26,2.26
8/25/2006,2.26,2.26
8/24/2006,2.32,2.32
8/23/2006,2.35,2.35
8/22/2006,2.37,2.37
8/21/2006,2.4,2.4
8/18/2006,2.42,2.42
8/17/2006,2.45,2.45
8/16/2006,2.47,2.47
8/15/2006,2.49,2.49
8/14/2006,2.47,2.47
8/11/2006,2.48,2.48
8/10/2006,2.5,2.5
8/9/2006,2.51,2.51
8/8/2006,2.51,2.51
8/7/2006,2.52,2.52
8/4/2006,2.53,2.53
8/3/2006,2.54,2.54
8/2/2006,2.54,2.54
8/1/2006,2.53,2.53
7/31/2006,2.55,2.55
7/28/2006,2.56,2.56
7/27/2006,2.54,2.54
7/26/2006,2.55,2.55
7/25/2006,2.55,2.55
7/24/2006,2.56,2.56
7/21/2006,2.54,2.54
7/20/2006,2.55,2.55
7/19/2006,2.58,2.58
7/18/2006,2.56,2.56
7/17/2006,2.54,2.54
7/14/2006,2.53,2.53
7/13/2006,2.52,2.52
7/12/2006,2.54,2.54
7/11/2006,2.56,2.56
7/10/2006,2.56,2.56
7/7/2006,2.56,2.56
7/6/2006,2.55,2.55
7/5/2006,2.52,2.52
7/4/2006,2.55,2.55
7/3/2006,2.55,2.55
6/30/2006,2.57,2.57
6/29/2006,2.56,2.56
6/28/2006,2.5,2.5
6/27/2006,2.47,2.47
6/26/2006,2.47,2.47
6/23/2006,2.46,2.46
6/22/2006,2.44,2.44
6/21/2006,2.47,2.47
6/20/2006,2.45,2.45
6/19/2006,2.45,2.45
6/16/2006,2.47,2.47
6/14/2006,2.43,2.43
6/13/2006,2.41,2.41
6/12/2006,2.42,2.42
6/9/2006,2.46,2.46
6/8/2006,2.45,2.45
6/7/2006,2.47,2.47
6/6/2006,2.45,2.45
6/5/2006,2.46,2.46
6/2/2006,2.42,2.42
6/1/2006,2.43,2.43
5/31/2006,2.35,2.35
5/30/2006,2.37,2.37
5/29/2006,2.4,2.4
5/26/2006,2.44,2.44
5/25/2006,2.38,2.38
5/24/2006,2.3,2.3
5/23/2006,2.4,2.4
5/22/2006,2.43,2.43
5/19/2006,2.52,2.52
5/18/2006,2.56,2.56
5/17/2006,2.55,2.55
5/16/2006,2.62,2.62
5/15/2006,2.55,2.55
5/12/2006,2.6,2.6
5/11/2006,2.68,2.68
5/10/2006,2.73,2.73
5/9/2006,2.73,2.73
5/8/2006,2.71,2.71
5/5/2006,2.73,2.73
5/4/2006,2.72,2.72
5/3/2006,2.74,2.74
5/2/2006,2.77,2.77
4/28/2006,2.74,2.74
4/27/2006,2.73,2.73
4/26/2006,2.7,2.7
4/25/2006,2.69,2.69
4/24/2006,2.71,2.71
4/20/2006,2.7,2.7
4/19/2006,2.73,2.73
4/18/2006,2.73,2.73
4/17/2006,2.69,2.69
4/13/2006,2.69,2.69
4/12/2006,2.69,2.69
4/11/2006,2.68,2.68
4/10/2006,2.67,2.67
4/7/2006,2.68,2.68
4/6/2006,2.69,2.69
4/5/2006,2.7,2.7
4/4/2006,2.68,2.68
4/3/2006,2.68,2.68
3/31/2006,2.65,2.65
3/30/2006,2.62,2.62
3/29/2006,2.61,2.61
3/28/2006,2.61,2.61
3/27/2006,2.67,2.67
3/24/2006,2.72,2.72
3/23/2006,2.72,2.72
3/22/2006,2.74,2.74
3/21/2006,2.71,2.71
3/20/2006,2.75,2.75
3/17/2006,2.78,2.78
3/16/2006,2.8,2.8
3/15/2006,2.76,2.76
3/14/2006,2.77,2.77
3/13/2006,2.76,2.76
3/10/2006,2.77,2.77
3/9/2006,2.76,2.76
3/8/2006,2.72,2.72
3/7/2006,2.74,2.74
3/6/2006,2.77,2.77
3/3/2006,2.79,2.79
3/2/2006,2.82,2.82
3/1/2006,2.81,2.81
2/24/2006,2.78,2.78
2/23/2006,2.75,2.75
2/22/2006,2.73,2.73
2/21/2006,2.75,2.75
2/20/2006,2.75,2.75
2/17/2006,2.71,2.71
2/16/2006,2.7,2.7
2/15/2006,2.66,2.66
2/14/2006,2.66,2.66
2/13/2006,2.63,2.63
2/10/2006,2.61,2.61
2/9/2006,2.59,2.59
2/8/2006,2.57,2.57
2/7/2006,2.57,2.57
2/6/2006,2.57,2.57
2/3/2006,2.54,2.54
2/2/2006,2.52,2.52
2/1/2006,2.51,2.51
1/31/2006,2.45,2.45
1/30/2006,2.46,2.46
1/27/2006,2.46,2.46
1/26/2006,2.44,2.44
1/25/2006,2.43,2.43
1/24/2006,2.44,2.44
1/23/2006,2.42,2.42
1/20/2006,2.39,2.39
1/19/2006,2.31,2.31
1/18/2006,2.32,2.32
1/17/2006,2.35,2.35
1/16/2006,2.39,2.39
1/13/2006,2.37,2.37
1/12/2006,2.37,2.37
1/11/2006,2.27,2.27
1/10/2006,2.3,2.3
1/9/2006,2.29,2.29
1/6/2006,2.23,2.23
1/5/2006,2.19,2.19
1/4/2006,2.2,2.2
1/3/2006,2.16,2.16
1/2/2006,2.12,2.12
12/29/2005,2.13,2.13
12/28/2005,2.08,2.08
12/27/2005,2.06,2.06
12/26/2005,2,2
12/23/2005,1.99,1.99
12/22/2005,1.96,1.96
12/21/2005,1.98,1.98
12/20/2005,1.92,1.92
12/19/2005,1.88,1.88
12/16/2005,1.9,1.9
12/15/2005,1.93,1.93
12/14/2005,1.89,1.89
12/13/2005,1.88,1.88
12/12/2005,1.87,1.87
12/9/2005,1.86,1.86
12/8/2005,1.88,1.88
12/7/2005,1.9,1.9
12/6/2005,1.91,1.91
12/5/2005,1.89,1.89
12/2/2005,1.88,1.88
12/1/2005,1.87,1.87
11/30/2005,1.89,1.89
11/29/2005,1.9,1.9
11/28/2005,1.9,1.9
11/25/2005,1.86,1.86
11/24/2005,1.85,1.85
11/23/2005,1.85,1.85
11/22/2005,1.85,1.85
11/21/2005,1.87,1.87
11/18/2005,1.86,1.86
11/17/2005,1.89,1.89
11/16/2005,1.89,1.89
11/14/2005,1.89,1.89
11/11/2005,1.93,1.93
11/10/2005,1.92,1.92
11/9/2005,1.89,1.89
11/8/2005,1.88,1.88
11/7/2005,1.87,1.87
11/4/2005,1.86,1.86
11/3/2005,1.86,1.86
11/1/2005,1.84,1.84
10/31/2005,1.83,1.83
10/28/2005,1.81,1.81
10/27/2005,1.78,1.78
10/26/2005,1.79,1.79
10/25/2005,1.79,1.79
10/24/2005,1.79,1.79
10/21/2005,1.78,1.78
10/20/2005,1.78,1.78
10/19/2005,1.77,1.77
10/18/2005,1.78,1.78
10/17/2005,1.77,1.77
10/14/2005,1.76,1.76
10/13/2005,1.75,1.75
10/11/2005,1.74,1.74
10/10/2005,1.73,1.73
10/7/2005,1.72,1.72
10/6/2005,1.69,1.69
10/5/2005,1.71,1.71
10/4/2005,1.71,1.71
10/3/2005,1.73,1.73
9/30/2005,1.73,1.73
9/29/2005,1.74,1.74
9/28/2005,1.73,1.73
9/27/2005,1.71,1.71
9/26/2005,1.7,1.7
9/23/2005,1.66,1.66
9/22/2005,1.64,1.64
9/21/2005,1.61,1.61
9/20/2005,1.58,1.58
9/19/2005,1.59,1.59
9/16/2005,1.58,1.58
9/15/2005,1.58,1.58
9/14/2005,1.58,1.58
9/13/2005,1.58,1.58
9/12/2005,1.58,1.58
9/9/2005,1.6,1.6
9/8/2005,1.58,1.58
9/6/2005,1.55,1.55
9/5/2005,1.54,1.54
9/2/2005,1.56,1.56
9/1/2005,1.54,1.54
8/31/2005,1.55,1.55
8/30/2005,1.54,1.54
8/29/2005,1.54,1.54
8/26/2005,1.53,1.53
8/25/2005,1.53,1.53
8/24/2005,1.5,1.5
8/23/2005,1.52,1.52
8/22/2005,1.53,1.53
8/19/2005,1.5,1.5
8/18/2005,1.53,1.53
8/17/2005,1.54,1.54
8/16/2005,1.54,1.54
8/15/2005,1.56,1.56
8/12/2005,1.52,1.52
8/11/2005,1.53,1.53
8/10/2005,1.58,1.58
8/9/2005,1.56,1.56
8/8/2005,1.53,1.53
8/5/2005,1.55,1.55
8/4/2005,1.56,1.56
8/3/2005,1.56,1.56
8/2/2005,1.54,1.54
8/1/2005,1.52,1.52
7/29/2005,1.51,1.51
7/28/2005,1.49,1.49
7/27/2005,1.46,1.46
7/26/2005,1.45,1.45
7/25/2005,1.45,1.45
7/22/2005,1.5,1.5
7/21/2005,1.51,1.51
7/20/2005,1.51,1.51
7/19/2005,1.51,1.51
7/18/2005,1.5,1.5
7/15/2005,1.5,1.5
7/14/2005,1.48,1.48
7/13/2005,1.45,1.45
7/12/2005,1.44,1.44
7/11/2005,1.46,1.46
7/8/2005,1.43,1.43
7/7/2005,1.43,1.43
7/6/2005,1.41,1.41
7/5/2005,1.42,1.42
7/4/2005,1.41,1.41
7/1/2005,1.4,1.4
6/30/2005,1.41,1.41
6/29/2005,1.39,1.39
6/28/2005,1.39,1.39
6/27/2005,1.37,1.37
6/24/2005,1.37,1.37
6/23/2005,1.37,1.37
6/22/2005,1.38,1.38
6/21/2005,1.38,1.38
6/20/2005,1.36,1.36
6/17/2005,1.37,1.37
6/16/2005,1.35,1.35
6/15/2005,1.34,1.34
6/14/2005,1.33,1.33
6/13/2005,1.33,1.33
6/10/2005,1.32,1.32
6/9/2005,1.29,1.29
6/8/2005,1.32,1.32
6/7/2005,1.32,1.32
6/6/2005,1.32,1.32
6/3/2005,1.33,1.33
6/2/2005,1.33,1.33
6/1/2005,1.31,1.31
5/31/2005,1.33,1.33
5/30/2005,1.37,1.37
5/27/2005,1.36,1.36
5/25/2005,1.35,1.35
5/24/2005,1.35,1.35
5/23/2005,1.36,1.36
5/20/2005,1.35,1.35
5/19/2005,1.37,1.37
5/18/2005,1.37,1.37
5/17/2005,1.37,1.37
5/16/2005,1.39,1.39
5/13/2005,1.39,1.39
5/12/2005,1.42,1.42
5/11/2005,1.42,1.42
5/10/2005,1.41,1.41
5/9/2005,1.43,1.43
5/6/2005,1.44,1.44
5/5/2005,1.43,1.43
5/4/2005,1.44,1.44
5/3/2005,1.46,1.46
5/2/2005,1.46,1.46
4/29/2005,1.46,1.46
4/28/2005,1.47,1.47
4/27/2005,1.49,1.49
4/26/2005,1.51,1.51
4/25/2005,1.54,1.54
4/22/2005,1.56,1.56
4/20/2005,1.59,1.59
4/19/2005,1.62,1.62
4/18/2005,1.63,1.63
4/15/2005,1.69,1.69
4/14/2005,1.72,1.72
4/13/2005,1.73,1.73
4/12/2005,1.73,1.73
4/11/2005,1.72,1.72
4/8/2005,1.74,1.74
4/7/2005,1.71,1.71
4/6/2005,1.71,1.71
4/5/2005,1.69,1.69
4/4/2005,1.65,1.65
4/1/2005,1.64,1.64
3/31/2005,1.63,1.63
3/30/2005,1.58,1.58
3/29/2005,1.56,1.56
3/28/2005,1.52,1.52
3/24/2005,1.49,1.49
3/23/2005,1.46,1.46
3/22/2005,1.44,1.44
3/21/2005,1.41,1.41
3/18/2005,1.4,1.4
3/17/2005,1.37,1.37
3/16/2005,1.34,1.34
3/15/2005,1.32,1.32
3/14/2005,1.3,1.3
3/11/2005,1.3,1.3
3/10/2005,1.3,1.3
3/9/2005,1.31,1.31
3/8/2005,1.31,1.31
3/7/2005,1.3,1.3
3/4/2005,1.31,1.31
3/3/2005,1.28,1.28
3/2/2005,1.29,1.29
3/1/2005,1.3,1.3
2/28/2005,1.33,1.33
2/25/2005,1.31,1.31
2/24/2005,1.29,1.29
2/23/2005,1.32,1.32
2/22/2005,1.32,1.32
2/21/2005,1.33,1.33
2/18/2005,1.33,1.33
2/17/2005,1.34,1.34
2/16/2005,1.31,1.31
2/15/2005,1.3,1.3
2/14/2005,1.31,1.31
2/11/2005,1.29,1.29
2/10/2005,1.28,1.28
2/9/2005,1.28,1.28
2/4/2005,1.29,1.29
2/3/2005,1.29,1.29
2/2/2005,1.29,1.29
2/1/2005,1.31,1.31
1/31/2005,1.31,1.31
1/28/2005,1.29,1.29
1/27/2005,1.28,1.28
1/26/2005,1.28,1.28
1/25/2005,1.29,1.29
1/24/2005,1.29,1.29
1/21/2005,1.29,1.29
1/20/2005,1.27,1.27
1/19/2005,1.28,1.28
1/18/2005,1.28,1.28
1/17/2005,1.27,1.27
1/14/2005,1.28,1.28
1/13/2005,1.28,1.28
1/12/2005,1.29,1.29
1/11/2005,1.32,1.32
1/10/2005,1.34,1.34
1/7/2005,1.34,1.34
1/6/2005,1.33,1.33
1/5/2005,1.33,1.33
1/4/2005,1.33,1.33
1/3/2005,1.36,1.36
12/30/2004,1.39,1.39
12/29/2004,1.38,1.38
12/28/2004,1.38,1.38
12/27/2004,1.38,1.38
12/23/2004,1.39,1.39
12/22/2004,1.38,1.38
12/21/2004,1.38,1.38
12/20/2004,1.39,1.39
12/17/2004,1.37,1.37
12/16/2004,1.35,1.35
12/15/2004,1.36,1.36
12/14/2004,1.34,1.34
12/13/2004,1.35,1.35
12/10/2004,1.34,1.34
12/9/2004,1.34,1.34
12/8/2004,1.35,1.35
12/7/2004,1.35,1.35
12/6/2004,1.35,1.35
12/3/2004,1.34,1.34
12/2/2004,1.32,1.32
12/1/2004,1.33,1.33
11/30/2004,1.32,1.32
11/29/2004,1.3,1.3
11/26/2004,1.3,1.3
11/25/2004,1.3,1.3
11/24/2004,1.28,1.28
11/23/2004,1.27,1.27
11/22/2004,1.27,1.27
11/19/2004,1.25,1.25
11/18/2004,1.24,1.24
11/17/2004,1.24,1.24
11/16/2004,1.23,1.23
11/12/2004,1.23,1.23
11/11/2004,1.21,1.21
11/10/2004,1.19,1.19
11/9/2004,1.19,1.19
11/8/2004,1.16,1.16
11/5/2004,1.19,1.19
11/4/2004,1.19,1.19
11/3/2004,1.16,1.16
11/1/2004,1.14,1.14
10/29/2004,1.13,1.13
10/28/2004,1.13,1.13
10/27/2004,1.14,1.14
10/26/2004,1.14,1.14
10/25/2004,1.13,1.13
10/22/2004,1.13,1.13
10/21/2004,1.14,1.14
10/20/2004,1.13,1.13
10/19/2004,1.13,1.13
10/18/2004,1.13,1.13
10/15/2004,1.13,1.13
10/14/2004,1.12,1.12
10/13/2004,1.14,1.14
10/11/2004,1.14,1.14
10/8/2004,1.14,1.14
10/7/2004,1.14,1.14
10/6/2004,1.16,1.16
10/5/2004,1.16,1.16
10/4/2004,1.16,1.16
10/1/2004,1.15,1.15
9/30/2004,1.14,1.14
9/29/2004,1.14,1.14
9/28/2004,1.15,1.15
9/27/2004,1.18,1.18
9/24/2004,1.19,1.19
9/23/2004,1.16,1.16
9/22/2004,1.16,1.16
9/21/2004,1.17,1.17
9/20/2004,1.17,1.17
9/17/2004,1.17,1.17
9/16/2004,1.17,1.17
9/15/2004,1.16,1.16
9/14/2004,1.16,1.16
9/13/2004,1.16,1.16
9/10/2004,1.18,1.18
9/9/2004,1.18,1.18
9/8/2004,1.2,1.2
9/6/2004,1.21,1.21
9/3/2004,1.21,1.21
9/2/2004,1.2,1.2
9/1/2004,1.19,1.19
8/31/2004,1.19,1.19
8/30/2004,1.21,1.21
8/27/2004,1.2,1.2
8/26/2004,1.2,1.2
8/25/2004,1.22,1.22
8/24/2004,1.22,1.22
8/23/2004,1.22,1.22
8/20/2004,1.21,1.21
8/19/2004,1.2,1.2
8/18/2004,1.19,1.19
8/17/2004,1.19,1.19
8/16/2004,1.18,1.18
8/13/2004,1.18,1.18
8/12/2004,1.17,1.17
8/11/2004,1.16,1.16
8/10/2004,1.15,1.15
8/9/2004,1.11,1.11
8/6/2004,1.11,1.11
8/5/2004,1.09,1.09
8/4/2004,1.08,1.08
8/3/2004,1.07,1.07
8/2/2004,1.06,1.06
7/30/2004,1.06,1.06
7/29/2004,1.06,1.06
7/28/2004,1.05,1.05
7/27/2004,1.05,1.05
7/26/2004,1.04,1.04
7/23/2004,1.04,1.04
7/22/2004,1.05,1.05
7/21/2004,1.05,1.05
7/20/2004,1.05,1.05
7/19/2004,1.05,1.05
7/16/2004,1.05,1.05
7/15/2004,1.04,1.04
7/14/2004,1.04,1.04
7/13/2004,1.03,1.03
7/12/2004,1.02,1.02
7/9/2004,1.01,1.01
7/8/2004,1.01,1.01
7/7/2004,1.02,1.02
7/6/2004,1.02,1.02
7/5/2004,1.02,1.02
7/2/2004,1.01,1.01
7/1/2004,1.01,1.01
6/30/2004,1,1
6/29/2004,0.99,0.99
6/28/2004,0.98,0.98
6/25/2004,0.99,0.99
6/24/2004,0.99,0.99
6/23/2004,0.98,0.98
6/22/2004,0.97,0.97
6/21/2004,0.97,0.97
6/18/2004,0.97,0.97
6/17/2004,0.97,0.97
6/16/2004,0.95,0.95
6/15/2004,0.93,0.93
6/14/2004,0.88,0.88
6/11/2004,0.88,0.88
6/9/2004,0.87,0.87
6/8/2004,0.85,0.85
6/7/2004,0.85,0.85
6/4/2004,0.85,0.85
6/3/2004,0.83,0.83
6/2/2004,0.84,0.84
6/1/2004,0.83,0.83
5/31/2004,0.81,0.81
5/28/2004,0.84,0.84
5/27/2004,0.84,0.84
5/26/2004,0.84,0.84
5/25/2004,0.84,0.84
5/24/2004,0.83,0.83
5/21/2004,0.83,0.83
5/20/2004,0.83,0.83
5/19/2004,0.86,0.86
5/18/2004,0.86,0.86
5/17/2004,0.87,0.87
5/14/2004,0.88,0.88
5/13/2004,0.88,0.88
5/12/2004,0.91,0.91
5/11/2004,0.93,0.93
5/10/2004,0.93,0.93
5/7/2004,0.96,0.96
5/6/2004,0.98,0.98
5/5/2004,1,1
5/4/2004,1.01,1.01
5/3/2004,1.03,1.03
4/30/2004,1.06,1.06
4/29/2004,1.06,1.06
4/28/2004,1.07,1.07
4/27/2004,1.08,1.08
4/26/2004,1.12,1.12
4/23/2004,1.14,1.14
4/22/2004,1.12,1.12
4/20/2004,1.16,1.16
4/19/2004,1.18,1.18
4/16/2004,1.2,1.2
4/15/2004,1.16,1.16
4/14/2004,1.18,1.18
4/13/2004,1.16,1.16
4/12/2004,1.18,1.18
4/8/2004,1.16,1.16
4/7/2004,1.16,1.16
4/6/2004,1.06,1.06
4/5/2004,1.06,1.06
4/2/2004,1.01,1.01
4/1/2004,1,1
3/31/2004,0.99,0.99
3/30/2004,0.97,0.97
3/29/2004,0.96,0.96
3/26/2004,0.95,0.95
3/25/2004,0.93,0.93
3/24/2004,0.91,0.91
3/23/2004,0.91,0.91
3/22/2004,0.92,0.92
3/19/2004,0.89,0.89
3/18/2004,0.89,0.89
3/17/2004,0.87,0.87
3/16/2004,0.85,0.85
3/15/2004,0.83,0.83
3/12/2004,0.81,0.81
3/11/2004,0.79,0.79
3/10/2004,0.78,0.78
3/9/2004,0.76,0.76
3/8/2004,0.76,0.76
3/5/2004,0.76,0.76
3/4/2004,0.76,0.76
3/3/2004,0.77,0.77
3/2/2004,0.74,0.74
3/1/2004,0.74,0.74
2/27/2004,0.74,0.74
2/26/2004,1.1,1.1
2/25/2004,0.73,0.73
2/20/2004,0.72,0.72
2/19/2004,0.71,0.71
2/18/2004,0.72,0.72
2/17/2004,0.72,0.72
2/16/2004,0.73,0.73
2/13/2004,0.73,0.73
2/12/2004,0.75,0.75
2/11/2004,0.79,0.79
2/10/2004,0.79,0.79
2/9/2004,0.81,0.81
2/6/2004,0.81,0.81
2/5/2004,0.83,0.83
2/4/2004,0.84,0.84
2/3/2004,0.84,0.84
2/2/2004,0.84,0.84
1/30/2004,0.84,0.84
1/29/2004,0.84,0.84
1/28/2004,0.85,0.85
1/27/2004,0.89,0.89
1/26/2004,0.88,0.88
1/23/2004,0.88,0.88
1/22/2004,0.89,0.89
1/21/2004,0.9,0.9
1/20/2004,0.91,0.91
1/19/2004,0.91,0.91
1/16/2004,0.9,0.9
1/15/2004,0.95,0.95
1/14/2004,0.95,0.95
1/13/2004,0.95,0.95
1/12/2004,0.96,0.96
1/9/2004,0.96,0.96
1/8/2004,0.93,0.93
1/7/2004,0.94,0.94
1/6/2004,0.94,0.94
1/5/2004,0.95,0.95
1/2/2004,0.94,0.94
12/30/2003,0.93,0.93
12/29/2003,0.95,0.95
12/26/2003,0.93,0.93
12/23/2003,0.93,0.93
12/22/2003,0.93,0.93
12/19/2003,0.93,0.93
12/18/2003,0.93,0.93
12/17/2003,0.93,0.93
12/16/2003,0.92,0.92
12/15/2003,0.93,0.93
12/12/2003,0.92,0.92
12/11/2003,0.91,0.91
12/10/2003,0.89,0.89
12/9/2003,0.89,0.89
12/8/2003,0.89,0.89
12/5/2003,0.89,0.89
12/4/2003,0.89,0.89
12/3/2003,0.89,0.89
12/2/2003,0.89,0.89
12/1/2003,0.89,0.89
11/28/2003,0.9,0.9
11/27/2003,0.9,0.9
11/26/2003,0.9,0.9
11/25/2003,0.91,0.91
11/24/2003,0.9,0.9
11/21/2003,0.9,0.9
11/20/2003,0.89,0.89
11/19/2003,0.9,0.9
11/18/2003,0.9,0.9
11/17/2003,0.89,0.89
11/14/2003,0.89,0.89
11/13/2003,0.89,0.89
11/12/2003,0.91,0.91
11/11/2003,0.91,0.91
11/10/2003,0.92,0.92
11/7/2003,0.92,0.92
11/6/2003,0.91,0.91
